ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4997	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771473	36771424	36771473	36767968	36768042	4997	705,555,209	7,13,4	277,350,456	0,0,0	641	89	4.90626494987e-08	1.39524829908e-06	0.933,0.856,0.879	1.0,1.0,1.0	-0.111
3832	"ENSG00000187838.16"	"TMEM256-PLSCR3"	chr17	-	7393143	7393509	7393466	7393509	7392790	7392952	3832	156,133,82	30,41,17	150,131,228	4,1,21	412	89	5.02881795095e-08	1.41660852845e-06	0.529,0.412,0.51	0.89,0.966,0.701	-0.369
4046	"ENSG00000183291.15"	"SEP15"	chr1	-	86914027	86914424	86914314	86914424	86903280	86903448	4046	1285,1280,520	14,3,1	586,727,872	16,13,23	376	89	6.2497594322e-08	1.74409174435e-06	0.956,0.99,0.992	0.897,0.93,0.9	0.07
1914	"ENSG00000139651.10"	"ZNF740"	chr12	+	53181676	53182190	53181676	53181992	53184890	53185040	1914	49,61,26	55,101,29	23,22,45	102,82,138	287	89	6.83164237403e-08	1.88538167937e-06	0.216,0.158,0.218	0.065,0.077,0.092	0.119
4073	"ENSG00000107404.18"	"DVL1"	chr1	-	1339286	1339439	1339361	1339439	1338521	1338653	4073	407,474,212	65,77,28	387,382,594	17,24,51	164	89	6.88233767754e-08	1.88538167937e-06	0.773,0.77,0.804	0.925,0.896,0.863	-0.112
2424	"ENSG00000128833.12"	"MYO5C"	chr15	-	52260861	52261127	52260901	52261127	52256638	52256720	2424	108,78,54	1,2,0	12,20,42	1,5,9	129	89	7.68063731504e-08	2.08494391116e-06	0.987,0.964,1.0	0.892,0.734,0.763	0.187
2991	"ENSG00000204305.13"	"AGER"	chr6	-	32183275	32183388	32183323	32183388	32183113	32183201	2991	0,2,0	13,11,6	8,6,16	11,9,19	137	89	8.22958592384e-08	2.21383275393e-06	0.0,0.106,0.0	0.321,0.302,0.354	-0.29
341	"ENSG00000148291.9"	"SURF2"	chr9	+	133356913	133357234	133356913	133357068	133357710	133357814	341	69,60,25	198,187,87	29,25,21	25,31,15	255	89	9.15415241387e-08	2.44056242034e-06	0.108,0.101,0.091	0.288,0.22,0.328	-0.179
1755	"ENSG00000127483.17"	"HP1BP3"	chr1	-	20780344	20780540	20780349	20780540	20779811	20779911	1755	348,338,134	22,13,3	213,254,346	0,1,3	94	89	1.06980032721e-07	2.8269236965e-06	0.937,0.961,0.977	1.0,0.996,0.991	-0.037
2167	"ENSG00000197530.12"	"MIB2"	chr1	+	1623430	1623679	1623430	1623482	1623773	1623945	2167	28,9,6	8,6,7	44,37,54	3,2,1	286	89	1.11500727429e-07	2.89514062698e-06	0.521,0.318,0.211	0.82,0.852,0.944	-0.522
4362	"ENSG00000050426.15"	"LETMD1"	chr12	+	51052091	51052246	51052091	51052207	51053777	51053860	4362	10,3,5	26,29,13	0,0,2	17,41,72	128	89	1.11484870224e-07	2.89514062698e-06	0.211,0.067,0.211	0.0,0.0,0.019	0.157
707	"ENSG00000182240.15"	"BACE2"	chr21	+	41241818	41241947	41241818	41241939	41243375	41243510	707	73,73,50	7,5,1	63,58,107	19,16,31	97	89	1.1754860374e-07	3.02586319627e-06	0.905,0.931,0.979	0.753,0.769,0.76	0.178
2364	"ENSG00000106077.18"	"ABHD11"	chr7	-	73737220	73737735	73737561	73737735	73736928	73737110	2364	342,348,136	12,7,6	136,114,173	0,0,0	430	89	1.21481655957e-07	3.10037798878e-06	0.855,0.911,0.824	1.0,1.0,1.0	-0.137
2679	"ENSG00000122779.17"	"TRIM24"	chr7	+	138554697	138554966	138554697	138554864	138567480	138567654	2679	73,87,41	18,15,9	52,51,60	1,0,4	191	89	1.23152964271e-07	3.11639619757e-06	0.654,0.73,0.68	0.96,1.0,0.875	-0.257
4231	"ENSG00000092094.10"	"OSGEP"	chr14	-	20448901	20449013	20448963	20449013	20448732	20448811	4231	11,15,5	123,136,49	7,12,18	21,25,30	151	89	1.27058749633e-07	3.18821366726e-06	0.05,0.061,0.057	0.164,0.221,0.261	-0.159
1463	"ENSG00000126456.15"	"IRF3"	chr19	-	49664442	49664673	49664552	49664673	49663342	49663514	1463	5,8,1	10,21,10	10,12,8	0,3,2	199	89	1.33131573654e-07	3.31275732442e-06	0.183,0.146,0.043	1.0,0.641,0.641	-0.637
126	"ENSG00000113645.14"	"WWC1"	chr5	+	168441681	168441849	168441681	168441834	168444493	168444585	126	14,23,9	149,154,51	1,4,8	138,127,196	104	89	1.35582083893e-07	3.34585208681e-06	0.074,0.113,0.131	0.006,0.026,0.034	0.084
3379	"ENSG00000184009.9"	"ACTG1"	chr17	-	81512614	81512780	81512733	81512780	81512231	81512360	3379	408,398,151	9986,9713,4611	126,221,275	7669,9393,12460	208	89	1.49198947197e-07	3.65170537976e-06	0.017,0.017,0.014	0.007,0.01,0.009	0.007
1714	"ENSG00000077063.10"	"CTTNBP2"	chr7	-	117791127	117792781	117791290	117792781	117784250	117784454	1714	35,21,10	0,0,0	8,13,33	6,1,4	252	89	1.59452505533e-07	3.87093643513e-06	1.0,1.0,1.0	0.32,0.821,0.744	0.372
349	"ENSG00000117308.14"	"GALE"	chr1	-	23796508	23796782	23796696	23796782	23796150	23796265	349	271,295,107	34,35,13	176,277,464	7,16,14	277	89	1.82133022997e-07	4.38588069894e-06	0.719,0.73,0.726	0.89,0.848,0.914	-0.159
1245	"ENSG00000132196.13"	"HSD17B7"	chr1	+	162797801	162798935	162797801	162797916	162799742	162799937	1245	2,0,6	60,44,9	22,14,14	44,30,24	1108	89	2.28743548214e-07	5.4269077023e-06	0.003,0.0,0.051	0.039,0.036,0.045	-0.022
4490	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338061	75338420	75338061	75338133	75338645	75338685	4490	612,688,309	38,47,16	170,170,171	62,42,21	376	89	2.28998784491e-07	5.4269077023e-06	0.792,0.776,0.821	0.394,0.489,0.658	0.283
4345	"ENSG00000145191.12"	"EIF2B5"	chr3	+	184142236	184142394	184142236	184142378	184142501	184142603	4345	6,0,1	221,254,114	11,7,13	122,136,142	105	89	2.31924214833e-07	5.45295831096e-06	0.022,0.0,0.007	0.071,0.042,0.072	-0.052
2277	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49451367	49451578	49451484	49451578	49450781	49450848	2277	16,5,5	263,252,112	27,24,34	220,200,227	206	89	2.40458486678e-07	5.60944563454e-06	0.026,0.008,0.019	0.05,0.049,0.061	-0.036
3926	"ENSG00000117222.13"	"RBBP5"	chr1	-	205094872	205095064	205094986	205095064	205086141	205088815	3926	350,362,113	51,24,15	183,154,243	2,3,12	203	89	2.4274476107e-07	5.61888260895e-06	0.751,0.869,0.768	0.976,0.957,0.899	-0.148
2432	"ENSG00000105486.13"	"LIG1"	chr19	-	48120166	48121322	48121169	48121322	48119136	48119190	2432	116,120,56	144,117,83	58,121,157	55,36,68	1092	89	2.65543868672e-07	6.09933839888e-06	0.062,0.077,0.052	0.079,0.215,0.158	-0.087
403	"ENSG00000165219.21"	"GAPVD1"	chr9	+	125321432	125321562	125321432	125321499	125323797	125323923	403	130,160,71	35,31,9	151,131,192	7,11,9	152	89	2.71505316007e-07	6.18866315723e-06	0.685,0.751,0.822	0.927,0.875,0.926	-0.157
4787	"ENSG00000116138.12"	"DNAJC16"	chr1	+	15566081	15566410	15566081	15566180	15567098	15567269	4787	4,4,5	90,79,20	16,3,26	29,34,64	319	89	2.8982304634e-07	6.55614860887e-06	0.012,0.014,0.065	0.133,0.024,0.102	-0.056
5062	"ENSG00000167962.13"	"ZNF598"	chr16	-	2001582	2001700	2001591	2001700	2001003	2001191	5062	184,184,73	29,41,21	140,139,156	10,11,8	98	89	3.0788351002e-07	6.91233203699e-06	0.852,0.803,0.759	0.927,0.92,0.947	-0.127
1947	"ENSG00000167272.10"	"POP5"	chr12	-	120580995	120581257	120581114	120581257	120579773	120579923	1947	19,26,13	348,376,174	5,20,24	75,75,64	208	89	3.17950037743e-07	7.08506576642e-06	0.023,0.029,0.031	0.028,0.102,0.138	-0.062
2269	"ENSG00000278259.4"	"MYO19"	chr17	-	36508896	36509135	36509061	36509135	36507802	36507924	2269	9,15,5	211,234,83	14,18,15	56,68,104	254	89	3.33757941284e-07	7.38223120499e-06	0.015,0.022,0.021	0.081,0.085,0.048	-0.052
5014	"ENSG00000005007.12"	"UPF1"	chr19	+	18852986	18853104	18852986	18853071	18853251	18853350	5014	102,111,22	257,355,116	82,70,97	113,97,165	122	89	3.41986768237e-07	7.50862124967e-06	0.225,0.186,0.122	0.346,0.345,0.3	-0.153
4339	"ENSG00000223960.6"	"AC009948.5"	chr2	+	178426365	178426703	178426365	178426661	178430769	178430889	4339	4,3,2	2,4,0	0,0,0	2,2,1	131	89	3.82603669191e-07	8.33908435186e-06	0.576,0.338,1.0	0.0,0.0,0.0	0.638
1862	"ENSG00000177082.12"	"WDR73"	chr15	-	84645972	84646348	84646183	84646348	84645470	84645836	1862	41,49,33	86,95,43	17,24,29	8,12,16	300	89	4.10959183461e-07	8.89220378126e-06	0.124,0.133,0.185	0.387,0.372,0.35	-0.222
2414	"ENSG00000173889.15"	"PHC3"	chr3	-	170181686	170181733	170181701	170181733	170178772	170178938	2414	0,0,0	16,8,5	3,2,9	12,9,15	104	89	4.15596354109e-07	8.92784685877e-06	0.0,0.0,0.0	0.176,0.16,0.339	-0.225
423	"ENSG00000077235.17"	"GTF3C1"	chr16	-	27464319	27464836	27464394	27464836	27463540	27463592	423	125,135,51	51,37,20	68,90,125	2,10,17	164	89	4.32421834451e-07	9.22293998336e-06	0.571,0.664,0.581	0.949,0.83,0.8	-0.254
3718	"ENSG00000165795.22"	"NDRG2"	chr14	-	21021746	21021879	21021816	21021879	21020826	21020844	3718	0,3,0	57,32,14	10,6,6	35,20,23	159	89	4.57351122529e-07	9.68546419767e-06	0.0,0.05,0.0	0.138,0.144,0.127	-0.12
3395	"ENSG00000105202.7"	"FBL"	chr19	-	39840616	39840787	39840619	39840787	39840413	39840515	3395	140,187,84	13,22,18	113,87,170	3,3,5	92	89	5.00223650834e-07	1.05187874746e-05	0.912,0.892,0.819	0.973,0.966,0.97	-0.095
1092	"ENSG00000118961.14"	"LDAH"	chr2	-	20801291	20801465	20801309	20801465	20790254	20790398	1092	24,16,10	63,29,23	4,3,4	34,34,53	107	89	5.0783014327e-07	1.0604061593e-05	0.241,0.315,0.266	0.089,0.068,0.059	0.202
267	"ENSG00000130714.15"	"POMT1"	chr9	+	131509902	131510062	131509902	131509996	131510259	131510415	267	2,6,0	17,11,7	14,12,12	5,4,8	155	89	5.30383281849e-07	1.09980866639e-05	0.063,0.238,0.0	0.617,0.633,0.463	-0.471
3435	"ENSG00000092841.18"	"MYL6"	chr12	+	56159586	56159730	56159586	56159622	56159974	56160148	3435	5938,6019,2733	68,92,42	4535,4686,3884	37,27,22	197	89	5.38780090431e-07	1.10951541381e-05	0.975,0.967,0.967	0.982,0.987,0.988	-0.016
716	"ENSG00000099949.18"	"LZTR1"	chr22	+	20990385	20990969	20990385	20990525	20991627	20991829	716	15,52,17	88,89,37	37,39,32	18,24,47	533	89	5.52858972158e-07	1.13071019922e-05	0.028,0.089,0.071	0.256,0.213,0.102	-0.128
2893	"ENSG00000143314.12"	"MRPL24"	chr1	-	156740930	156741088	156741011	156741088	156738521	156738764	2893	18,31,8	255,276,124	1,1,2	94,94,120	170	89	7.33157307753e-07	1.48925695303e-05	0.036,0.056,0.033	0.006,0.006,0.009	0.035
1181	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413358	154413206	154413252	154413481	154413567	1181	7,6,4	17,32,19	10,20,17	10,12,13	195	89	7.66149829468e-07	1.53538482603e-05	0.158,0.079,0.088	0.313,0.432,0.374	-0.265
2111	"ENSG00000135506.15"	"OS9"	chr12	+	57718145	57718421	57718145	57718376	57718992	57719182	2111	734,622,290	32,41,29	525,542,690	7,20,16	134	89	7.62798774145e-07	1.53538482603e-05	0.938,0.91,0.869	0.98,0.947,0.966	-0.059
4106	"ENSG00000177595.17"	"PIDD1"	chr11	-	800332	800451	800383	800451	800130	800244	4106	89,58,36	40,45,21	95,97,92	19,10,23	140	89	9.14837797628e-07	1.82113710914e-05	0.586,0.45,0.521	0.761,0.86,0.718	-0.261
1904	"ENSG00000153406.13"	"NMRAL1"	chr16	-	4463641	4463850	4463659	4463850	4461693	4461959	1904	9,21,6	217,157,78	0,0,3	91,87,111	107	89	1.02431337612e-06	2.02556274245e-05	0.033,0.1,0.06	0.0,0.0,0.022	0.057
2245	"ENSG00000198755.10"	"RPL10A"	chr6	+	35468946	35469285	35468946	35469027	35469380	35469529	2245	757,789,424	4541,4460,2057	352,441,543	3387,4074,3890	347	89	1.05807089035e-06	2.07855242012e-05	0.041,0.043,0.05	0.026,0.027,0.035	0.015
2960	"ENSG00000141279.15"	"NPEPPS"	chr17	+	47585499	47585745	47585499	47585700	47586147	47586244	2960	9,1,7	408,289,145	29,37,37	394,517,729	134	89	1.10716068602e-06	2.14674143406e-05	0.014,0.002,0.031	0.047,0.045,0.033	-0.026
3481	"ENSG00000167608.11"	"TMC4"	chr19	-	54163652	54163887	54163723	54163887	54163032	54163159	3481	3,4,0	22,28,9	16,13,26	20,18,49	160	89	1.10617462701e-06	2.14674143406e-05	0.071,0.074,0.0	0.308,0.287,0.228	-0.226
1379	"ENSG00000169733.11"	"RFNG"	chr17	-	82051011	82051342	82051293	82051342	82050661	82050764	1379	38,33,7	100,78,27	86,50,83	106,69,69	371	89	1.1313561481e-06	2.17950287628e-05	0.084,0.092,0.059	0.163,0.148,0.224	-0.1
1837	"ENSG00000198000.11"	"NOL8"	chr9	-	92324905	92325350	92325305	92325350	92324022	92324209	1837	20,29,19	31,33,17	13,14,39	3,3,11	489	89	1.23019143272e-06	2.35471257571e-05	0.105,0.138,0.169	0.441,0.459,0.392	-0.293
4892	"ENSG00000148737.16"	"TCF7L2"	chr10	+	113143922	113144025	113143922	113144013	113146010	113146097	4892	369,342,146	50,41,13	379,382,566	88,89,142	101	89	1.24046392358e-06	2.35925176803e-05	0.867,0.88,0.908	0.791,0.791,0.778	0.098
462	"ENSG00000160299.16"	"PCNT"	chr21	+	46431528	46432215	46431528	46431978	46435903	46436148	462	141,163,47	12,10,2	111,139,161	0,1,3	326	89	1.40960505757e-06	2.66397512779e-05	0.762,0.817,0.865	1.0,0.974,0.936	-0.155
1256	"ENSG00000150776.17"	"C11orf57"	chr11	+	112075566	112075684	112075566	112075650	112078214	112078315	1256	3,4,2	2,3,3	14,21,14	0,0,2	123	89	1.45159535114e-06	2.72607781038e-05	0.52,0.491,0.325	1.0,1.0,0.835	-0.5
670	"ENSG00000169714.16"	"CNBP"	chr3	-	129171633	129171771	129171651	129171771	129171445	129171538	670	750,777,342	84,90,39	573,663,724	27,42,43	107	89	1.46368587861e-06	2.73160377096e-05	0.881,0.878,0.879	0.946,0.929,0.933	-0.057
1052	"ENSG00000096746.17"	"HNRNPH3"	chr10	+	68338502	68338687	68338502	68338642	68339139	68339226	1052	1825,1671,711	278,290,116	820,942,1275	77,90,125	134	89	1.56040581345e-06	2.87615540677e-05	0.813,0.793,0.803	0.876,0.874,0.871	-0.071
2231	"ENSG00000172500.12"	"FIBP"	chr11	-	65885508	65885663	65885529	65885663	65885077	65885186	2231	122,97,36	382,343,152	22,25,35	204,169,226	110	89	1.55390955403e-06	2.87615540677e-05	0.205,0.186,0.161	0.08,0.107,0.111	0.085
2604	"ENSG00000164144.15"	"ARFIP1"	chr4	+	152779936	152780226	152779936	152780091	152829624	152829726	2604	248,244,95	45,30,16	126,204,213	6,6,17	224	89	1.62374666279e-06	2.97061859407e-05	0.686,0.764,0.702	0.893,0.931,0.833	-0.168
272	"ENSG00000276234.4"	"TADA2A"	chr17	+	37437737	37437922	37437737	37437829	37440504	37440662	272	32,14,5	67,38,14	6,19,21	1,2,12	182	89	1.63155207444e-06	2.97061859407e-05	0.189,0.153,0.149	0.746,0.823,0.461	-0.513
1167	"ENSG00000111325.16"	"OGFOD2"	chr12	+	122977980	122978199	122977980	122978091	122978359	122978569	1167	24,22,3	7,3,0	27,28,24	0,0,0	197	89	1.65425391752e-06	2.99369830165e-05	0.608,0.768,1.0	1.0,1.0,1.0	-0.208
342	"ENSG00000089053.12"	"ANAPC5"	chr12	-	121331226	121331428	121331346	121331428	121330582	121330672	342	13,17,3	442,505,165	10,18,29	182,183,258	209	89	1.72620014782e-06	3.10508050686e-05	0.012,0.014,0.008	0.023,0.04,0.046	-0.025
2260	"ENSG00000153094.21"	"BCL2L11"	chr2	+	111123745	111124139	111123745	111123869	111150043	111150147	2260	81,98,26	4,4,4	49,55,54	0,0,0	359	89	1.75086963439e-06	3.13059684329e-05	0.834,0.859,0.617	1.0,1.0,1.0	-0.23
3045	"ENSG00000144815.15"	"NXPE3"	chr3	+	101779733	101779934	101779733	101779900	101782109	101782290	3045	14,9,7	6,8,0	1,1,2	0,0,0	123	89	1.77313699568e-06	3.15153992208e-05	0.628,0.449,1.0	1.0,1.0,1.0	-0.308
1718	"ENSG00000105372.6"	"RPS19"	chr19	+	41860254	41860445	41860254	41860289	41860774	41860845	1718	101,107,69	2448,2475,1137	7,9,9	1972,2031,2396	245	89	1.85057649826e-06	3.26882777028e-05	0.015,0.015,0.022	0.001,0.002,0.001	0.016
4416	"ENSG00000204406.12"	"MBD5"	chr2	+	148483109	148484135	148483109	148483436	148485741	148485950	4416	15,14,3	0,0,0	35,17,14	0,3,4	788	89	1.86102049882e-06	3.26882777028e-05	1.0,1.0,1.0	1.0,0.39,0.283	0.442
1572	"ENSG00000128596.16"	"CCDC136"	chr7	+	128801185	128801509	128801185	128801473	128804649	128804761	1572	16,12,7	0,0,0	16,8,6	1,2,10	125	89	1.97868315344e-06	3.45517420829e-05	1.0,1.0,1.0	0.919,0.74,0.299	0.347
3906	"ENSG00000126088.13"	"UROD"	chr1	+	45013135	45013354	45013135	45013215	45013593	45013791	3906	335,358,135	3,3,2	155,183,156	15,11,2	228	89	2.01066540539e-06	3.49060866308e-05	0.978,0.979,0.963	0.801,0.867,0.968	0.095
786	"ENSG00000104852.14"	"SNRNP70"	chr19	+	49102113	49103587	49102113	49102173	49104633	49104735	786	1189,1368,674	28,30,8	651,564,774	4,2,4	1503	89	2.17640665379e-06	3.75650304521e-05	0.715,0.73,0.833	0.906,0.943,0.92	-0.164
1173	"ENSG00000175866.15"	"BAIAP2"	chr17	+	81085653	81085725	81085653	81085715	81086442	81086580	1173	307,360,183	2,1,0	147,175,224	4,3,17	99	89	2.48980467421e-06	4.2727337685e-05	0.993,0.997,1.0	0.971,0.981,0.922	0.039
4125	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179616868	179617110	179617020	179617110	179616125	179616218	4125	1622,1310,459	128,147,61	984,1052,1297	56,59,71	241	89	2.6856345744e-06	4.57070558848e-05	0.824,0.767,0.735	0.866,0.868,0.871	-0.093
4340	"ENSG00000223960.6"	"AC009948.5"	chr2	+	178426365	178426661	178426365	178426505	178430769	178430889	4340	28,37,6	5,1,4	2,8,14	0,0,0	245	89	2.69405285858e-06	4.57070558848e-05	0.67,0.931,0.353	1.0,1.0,1.0	-0.349
4354	"ENSG00000203791.14"	"METTL10"	chr10	-	124789038	124789157	124789042	124789157	124774674	124774782	4354	95,96,60	196,168,78	84,105,141	58,100,122	93	89	2.76543067912e-06	4.66529717958e-05	0.317,0.354,0.424	0.581,0.501,0.525	-0.171
4277	"ENSG00000108465.14"	"CDK5RAP3"	chr17	+	47973518	47973696	47973518	47973650	47973930	47974031	4277	33,27,12	237,306,135	22,44,48	153,135,161	135	89	2.86029472785e-06	4.79822475133e-05	0.084,0.055,0.055	0.087,0.177,0.164	-0.078
4422	"ENSG00000187736.12"	"NHEJ1"	chr2	-	219078073	219078206	219078088	219078206	219077245	219077364	4422	11,3,13	104,84,30	1,2,0	53,49,86	104	89	3.07418052059e-06	5.12821398574e-05	0.083,0.03,0.271	0.016,0.034,0.0	0.111
761	"ENSG00000156650.12"	"KAT6B"	chr10	+	74975398	74975781	74975398	74975454	74977315	74977437	761	87,73,25	18,3,4	84,111,167	0,0,5	416	89	3.17764483027e-06	5.27135970177e-05	0.508,0.839,0.572	1.0,1.0,0.877	-0.319
3567	"ENSG00000006432.15"	"MAP3K9"	chr14	-	70739897	70740164	70740041	70740164	70738244	70738398	3567	0,1,2	12,14,17	2,8,27	23,5,23	233	89	3.7486769372e-06	6.18428140026e-05	0.0,0.027,0.043	0.032,0.379,0.31	-0.217
1323	"ENSG00000164068.15"	"RNF123"	chr3	+	49689556	49689822	49689556	49689606	49691129	49691247	1323	8,14,6	39,33,8	4,1,3	48,35,48	305	89	3.92222329193e-06	6.43503228006e-05	0.056,0.11,0.18	0.024,0.008,0.018	0.099
4918	"ENSG00000110717.11"	"NDUFS8"	chr11	+	68030742	68030961	68030742	68030877	68032151	68032209	4918	9,16,4	12,4,4	2,12,6	1,0,0	173	89	4.35277363964e-06	7.10239458359e-05	0.278,0.673,0.34	0.507,1.0,1.0	-0.405
762	"ENSG00000156650.12"	"KAT6B"	chr10	+	74975398	74976330	74975398	74975454	74977315	74977437	762	181,166,53	18,3,4	160,281,344	0,0,5	965	89	4.38834220629e-06	7.12151621086e-05	0.481,0.836,0.55	1.0,1.0,0.864	-0.332
3307	"ENSG00000076944.15"	"STXBP2"	chr19	+	7647161	7647511	7647161	7647247	7647724	7647873	3307	292,230,115	8,11,6	381,339,354	3,3,2	353	89	4.45530780735e-06	7.19110762851e-05	0.902,0.841,0.829	0.97,0.966,0.978	-0.114
1993	"ENSG00000178982.9"	"EIF3K"	chr19	+	38619195	38619327	38619195	38619317	38620336	38620435	1993	1291,1379,656	75,34,23	783,622,681	13,10,11	99	89	4.49327835816e-06	7.21340278358e-05	0.939,0.973,0.962	0.982,0.982,0.982	-0.024
4159	"ENSG00000136718.9"	"IMP4"	chr2	+	130342893	130342962	130342893	130342935	130343085	130343194	4159	111,135,77	371,477,189	14,19,40	137,136,189	116	89	4.74717060783e-06	7.58024140908e-05	0.187,0.178,0.238	0.073,0.097,0.14	0.098
623	"ENSG00000008128.22"	"CDK11A"	chr1	-	1719327	1719455	1719357	1719455	1716345	1716478	623	111,109,74	27,52,24	42,41,43	32,43,38	119	89	5.17653584298e-06	8.2218808655e-05	0.755,0.611,0.698	0.495,0.416,0.458	0.232
483	"ENSG00000154920.14"	"EME1"	chr17	+	50375184	50375983	50375184	50375512	50376065	50376193	483	684,503,265	13,13,5	160,134,285	0,0,2	560	89	6.5313790677e-06	0.000103188877757	0.893,0.86,0.894	1.0,1.0,0.958	-0.104
1834	"ENSG00000141552.17"	"ANAPC11"	chr17	+	81894466	81894624	81894466	81894586	81899919	81900254	1834	29,27,5	781,705,285	2,5,7	619,631,611	127	89	6.57791474334e-06	0.000103377123282	0.025,0.026,0.012	0.002,0.006,0.008	0.016
2668	"ENSG00000180881.19"	"CAPS2"	chr12	-	75316283	75316434	75316311	75316434	75312847	75312915	2668	2,2,0	15,4,5	8,12,9	4,9,6	117	89	6.85841132697e-06	0.000107221027342	0.092,0.276,0.0	0.603,0.504,0.533	-0.424
266	"ENSG00000124839.12"	"RAB17"	chr2	-	237585997	237586157	237586063	237586157	237578003	237578155	266	75,65,24	7,9,0	41,36,62	1,0,0	155	89	7.83875155386e-06	0.000121295160428	0.86,0.806,1.0	0.959,1.0,1.0	-0.098
4278	"ENSG00000108465.14"	"CDK5RAP3"	chr17	+	47973518	47973693	47973518	47973650	47973930	47974031	4278	48,36,18	237,306,135	31,54,61	153,135,161	132	89	7.83990822595e-06	0.000121295160428	0.12,0.073,0.082	0.12,0.212,0.203	-0.087
531	"ENSG00000221838.9"	"AP4M1"	chr7	+	100101879	100102393	100101879	100101968	100102674	100102781	531	26,19,9	27,42,14	3,4,3	20,17,28	514	89	8.04989024006e-06	0.00012390191885	0.143,0.073,0.1	0.025,0.039,0.018	0.078
4587	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490231	49490297	4587	4667,4589,2272	64,91,43	5688,6411,6052	126,194,210	99	89	8.25262460202e-06	0.00012637095929	0.985,0.978,0.979	0.976,0.967,0.963	0.012
3304	"ENSG00000119125.16"	"GDA"	chr9	+	72248271	72248406	72248271	72248338	72250749	72250841	3304	76,74,15	16,17,7	75,68,132	9,2,4	157	89	8.33503022779e-06	0.000126981633981	0.729,0.712,0.548	0.825,0.951,0.949	-0.245
3704	"ENSG00000104907.12"	"TRMT1"	chr19	-	13116171	13116431	13116186	13116431	13115996	13116052	3704	60,76,25	9,5,2	22,29,40	0,0,0	104	89	8.76605642697e-06	0.000132870276604	0.851,0.929,0.915	1.0,1.0,1.0	-0.102
3169	"ENSG00000109133.12"	"TMEM33"	chr4	+	41935128	41935310	41935128	41935262	41935466	41935529	3169	92,123,37	41,46,16	46,31,39	4,3,7	137	89	9.02821109483e-06	0.000136152718834	0.593,0.635,0.6	0.882,0.87,0.784	-0.236
3090	"ENSG00000243989.8"	"ACY1"	chr3	+	51986987	51987453	51986987	51987061	51987555	51987624	3090	176,175,38	5,6,1	61,110,115	0,0,0	481	89	9.26707387972e-06	0.000139052676406	0.867,0.844,0.875	1.0,1.0,1.0	-0.138
1008	"ENSG00000152556.15"	"PFKM"	chr12	+	48134942	48135383	48134942	48135038	48137720	48137846	1008	409,397,158	186,247,125	256,307,391	82,116,84	434	89	9.63635509588e-06	0.000143870781581	0.311,0.248,0.206	0.39,0.352,0.488	-0.155
1542	"ENSG00000258315.5"	"C17orf49"	chr17	+	7016494	7016685	7016494	7016525	7016909	7017014	1542	489,439,143	13,7,4	273,483,571	0,2,3	249	89	9.73244051972e-06	0.000144582424835	0.931,0.957,0.927	1.0,0.989,0.986	-0.053
5002	"ENSG00000177697.17"	"CD151"	chr11	+	836250	836843	836250	836442	837249	837354	5002	1422,1570,660	2,1,1	779,861,1135	8,2,14	490	89	1.01748772268e-05	0.000150406848511	0.992,0.997,0.992	0.946,0.987,0.936	0.037
584	"ENSG00000167792.11"	"NDUFV1"	chr11	+	67606957	67607324	67606957	67607076	67608395	67608478	584	82,90,41	324,286,159	28,30,39	231,185,272	337	89	1.07519829053e-05	0.000158154783031	0.063,0.077,0.064	0.031,0.041,0.036	0.032
1182	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413352	154413206	154413252	154413481	154413567	1182	7,1,4	17,32,19	7,16,11	10,12,13	189	89	1.08791502073e-05	0.000159240894701	0.162,0.015,0.09	0.248,0.386,0.285	-0.217
